age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
35,male,170.5,68.6,68.6,endurance,moderately active,3,6.1,3.23,2714,High
30,male,178.3,82.0,87.3,muscle gain,very active,4,6.1,2.89,3660,High
24,female,154.3,73.2,73.2,endurance,very active,5,5.1,2.33,2439,High
40,female,158.3,82.0,82.0,maintenance,very active,2,7.2,2.25,2602,High
49,female,156.8,74.2,78.0,muscle gain,moderately active,6,6.6,2.39,2473,High
33,female,159.8,64.2,64.2,recomposition,sedentary,2,5.1,1.99,1608,Low
44,female,165.9,86.1,91.6,muscle gain,lightly active,3,7.1,2.69,2365,Moderate
30,female,159.9,71.8,78.2,muscle gain,sedentary,1,7.9,0.54,1884,Low
54,male,175.6,101.1,111.2,muscle gain,very active,6,8.4,2.12,3262,High
51,female,170.5,45.8,45.8,maintenance,lightly active,5,4.1,2.55,1485,Low
67,male,171.8,95.4,83.6,fat loss,lightly active,1,6.1,4.25,1700,Low
18,male,179.5,54.4,56.1,muscle gain,moderately active,2,5.4,2.5,2932,Moderate
62,female,172.7,67.6,67.6,recomposition,moderately active,4,6.2,2.53,1861,High
34,male,173.8,75.6,81.0,muscle gain,extremely active,3,8.7,1.92,3551,High
19,male,172.3,113.8,113.8,maintenance,sedentary,1,6.1,3.7,2455,Low
53,female,161.9,68.7,76.6,muscle gain,extremely active,6,6.4,1.93,2479,High
25,male,167.9,90.4,90.4,endurance,lightly active,3,6.0,3.92,2760,Moderate
25,male,162.0,85.3,95.5,muscle gain,extremely active,5,9.0,1.98,3826,High
68,female,155.3,71.0,71.0,recomposition,moderately active,5,4.2,3.16,1834,Moderate
27,female,163.1,50.3,50.3,recomposition,moderately active,2,6.3,2.46,1616,High
45,male,162.5,63.2,63.2,maintenance,very active,3,6.0,2.11,2658,High
26,female,172.1,86.8,86.8,endurance,sedentary,5,4.9,3.21,2067,Low
22,female,159.6,51.9,51.9,endurance,very active,5,8.3,3.43,2361,High
16,male,179.2,71.4,68.0,fat loss,very active,2,4.8,2.37,2044,High
16,male,172.1,53.9,53.9,maintenance,sedentary,2,6.4,2.48,1893,Low
41,male,168.4,86.1,75.4,fat loss,sedentary,5,6.9,2.21,1638,Low
39,male,175.6,85.9,85.9,endurance,very active,3,6.1,2.66,3157,High
18,male,176.7,90.8,90.8,endurance,sedentary,1,4.9,1.73,2414,Low
34,male,175.7,95.6,95.6,maintenance,moderately active,3,6.8,0.61,2823,Moderate
30,male,173.7,67.1,71.0,muscle gain,lightly active,1,6.1,1.19,2272,Moderate
46,male,167.4,67.8,67.8,endurance,very active,4,8.0,2.35,2510,High
69,male,178.0,75.5,80.0,muscle gain,extremely active,6,7.6,1.75,3256,High
53,male,178.3,91.5,91.5,recomposition,extremely active,1,9.3,2.42,3445,High
65,male,176.4,50.6,50.6,recomposition,very active,2,7.1,2.14,2252,Moderate
26,male,175.8,81.8,90.9,muscle gain,very active,4,7.7,2.01,3510,High
27,female,160.0,65.1,71.8,muscle gain,sedentary,1,6.6,2.05,1768,Low
56,male,170.6,92.5,92.5,endurance,extremely active,4,9.1,3.18,3848,High
32,female,165.4,92.7,92.7,maintenance,extremely active,2,7.0,2.66,3243,High
61,female,170.6,64.7,64.7,maintenance,sedentary,4,6.9,3.6,1550,Low
41,female,155.7,49.5,49.5,endurance,very active,3,7.6,2.57,1837,High
26,female,172.3,87.1,87.1,maintenance,sedentary,6,6.2,1.16,2019,Low
61,male,172.9,84.6,84.6,maintenance,very active,6,6.4,1.77,2598,High
45,female,159.5,77.9,84.9,muscle gain,lightly active,6,7.6,2.58,2408,Moderate
59,male,178.3,63.6,63.6,recomposition,sedentary,1,7.9,2.67,1581,Low
40,male,168.9,55.4,48.2,fat loss,lightly active,6,7.7,2.09,1499,High
22,male,172.4,105.0,115.0,muscle gain,lightly active,1,6.9,1.94,2993,Moderate
52,male,182.9,67.0,67.0,endurance,lightly active,2,7.3,2.07,2200,Low
22,male,181.5,75.6,82.5,muscle gain,lightly active,6,8.2,2.4,2860,High
51,male,167.6,87.4,87.4,endurance,moderately active,6,5.7,2.47,2721,High
38,female,156.3,65.8,65.8,endurance,very active,2,7.0,1.73,2331,High
58,female,168.3,53.4,57.6,muscle gain,moderately active,6,3.5,2.67,2055,High
62,male,171.4,83.1,83.1,endurance,moderately active,1,7.9,2.67,2363,Moderate
37,female,168.8,73.2,73.2,recomposition,lightly active,3,6.1,2.42,1967,Moderate
63,male,176.6,89.9,89.9,endurance,lightly active,1,6.1,2.02,2464,Low
21,male,174.6,90.1,90.1,maintenance,sedentary,4,6.9,2.97,2175,Low
21,female,161.4,83.7,78.4,fat loss,lightly active,6,7.7,3.43,1751,Moderate
69,female,146.3,71.3,71.3,maintenance,sedentary,4,9.9,2.19,1355,Low
47,male,182.1,45.2,45.2,endurance,moderately active,4,5.1,2.06,1865,High
40,male,163.3,94.5,83.7,fat loss,very active,2,6.0,2.83,2645,High
24,male,171.8,71.1,64.0,fat loss,extremely active,4,7.3,1.68,2722,High
31,male,182.3,89.9,89.9,endurance,lightly active,2,6.1,1.61,2513,Low
53,male,186.0,87.1,87.1,maintenance,sedentary,4,8.0,2.05,2032,Low
60,female,147.2,80.3,80.3,maintenance,extremely active,1,6.8,2.72,2593,Moderate
65,female,158.6,72.8,72.8,recomposition,very active,4,8.1,1.88,2102,Moderate
38,male,179.0,78.8,78.8,recomposition,lightly active,3,6.7,2.49,2302,Moderate
40,female,174.4,68.2,68.2,maintenance,extremely active,5,7.7,1.09,2751,High
24,male,173.1,110.6,110.6,recomposition,very active,6,5.9,2.93,3473,High
20,male,181.1,61.2,61.2,maintenance,very active,6,9.3,3.51,2663,High
39,male,171.2,40.0,45.0,muscle gain,lightly active,3,5.0,1.86,1904,Moderate
47,female,162.7,61.4,61.4,recomposition,moderately active,4,6.2,2.81,1927,Moderate
21,female,163.1,82.8,94.1,muscle gain,lightly active,4,5.3,2.35,2531,Moderate
38,female,174.0,78.7,78.7,endurance,very active,6,8.0,2.57,2806,High
50,male,162.0,67.0,74.2,muscle gain,extremely active,5,7.6,2.33,2940,High
59,female,163.1,72.3,65.4,fat loss,extremely active,1,5.5,2.29,2071,High
66,male,165.3,60.7,60.7,endurance,lightly active,5,8.2,1.92,1789,High
34,male,186.5,86.3,81.5,fat loss,very active,3,6.2,1.73,2800,High
37,female,167.4,76.3,76.3,endurance,very active,6,7.5,3.27,2535,High
63,male,167.6,84.4,84.4,recomposition,sedentary,4,7.7,1.32,1709,Low
53,female,155.6,84.2,84.2,maintenance,very active,3,6.7,2.49,2400,High
30,female,172.6,61.5,65.3,muscle gain,sedentary,2,8.1,2.46,1882,Moderate
52,female,151.5,66.9,76.7,muscle gain,sedentary,6,6.8,2.47,1615,Moderate
24,male,187.6,75.1,69.1,fat loss,sedentary,1,7.4,2.97,1598,Low
40,male,171.7,86.8,86.8,endurance,moderately active,1,6.7,2.24,2914,High
32,female,158.9,50.9,53.0,muscle gain,sedentary,1,4.8,2.96,1681,Low
69,female,169.8,70.0,65.7,fat loss,moderately active,4,6.9,3.89,1549,Moderate
17,female,163.0,75.7,73.3,fat loss,very active,2,6.0,2.39,1915,High
62,female,153.8,41.4,41.4,recomposition,moderately active,4,8.7,1.08,1315,Moderate
31,male,171.9,65.1,65.1,maintenance,lightly active,5,5.4,2.4,2019,Moderate
17,male,174.7,87.9,100.5,muscle gain,lightly active,2,8.5,2.33,2574,Moderate
51,female,161.5,77.2,77.2,endurance,very active,1,6.8,2.78,2392,High
52,male,181.0,76.2,83.5,muscle gain,lightly active,3,7.5,1.1,2769,Moderate
23,female,162.8,59.1,59.1,endurance,very active,4,5.3,2.73,2402,High
18,male,165.1,88.4,82.6,fat loss,very active,5,6.6,2.21,2485,High
22,female,180.0,52.4,52.4,maintenance,moderately active,1,6.2,3.06,2227,Low
38,female,161.3,66.2,58.5,fat loss,lightly active,6,9.5,2.14,1504,High
23,male,184.0,104.8,98.7,fat loss,sedentary,4,6.2,3.11,1828,Moderate
53,male,176.0,94.0,94.0,recomposition,very active,3,8.4,1.44,3244,High
20,female,175.4,54.6,54.6,recomposition,lightly active,2,8.4,2.51,1826,Moderate
58,male,172.1,105.6,105.6,maintenance,moderately active,6,8.4,1.82,3018,High
63,female,165.5,73.6,73.6,maintenance,sedentary,1,6.3,2.16,1498,Low
54,female,161.3,60.6,67.6,muscle gain,very active,3,9.2,4.4,2018,High
66,female,153.0,82.2,82.2,recomposition,extremely active,3,9.4,1.84,2307,High
66,male,173.4,70.2,66.8,fat loss,extremely active,4,7.4,2.24,2073,High
18,female,165.2,67.5,67.5,maintenance,lightly active,2,6.4,1.7,2143,Low
34,male,166.5,86.5,86.5,endurance,sedentary,6,6.0,2.29,2007,Moderate
57,female,164.8,77.7,77.7,recomposition,sedentary,3,7.6,2.4,1554,Low
34,female,175.1,76.4,76.4,endurance,lightly active,5,7.1,1.99,2284,High
55,male,172.1,83.0,89.7,muscle gain,sedentary,4,7.2,3.6,2254,Low
57,male,178.0,89.0,80.3,fat loss,sedentary,2,5.4,3.31,1604,Low
69,male,175.8,79.6,79.6,endurance,very active,6,7.0,1.84,2515,High
33,female,161.0,62.4,62.4,maintenance,sedentary,3,8.4,3.07,1424,Low
34,male,159.5,62.7,62.7,recomposition,very active,4,8.0,2.16,2282,High
17,male,178.3,67.2,67.2,endurance,extremely active,4,6.5,1.64,3116,High
31,female,165.2,43.1,46.2,muscle gain,extremely active,4,6.9,2.0,2431,High
31,female,175.1,73.8,68.6,fat loss,extremely active,4,5.2,1.62,2199,High
40,female,163.0,74.8,74.8,endurance,lightly active,4,6.2,3.16,1872,High
38,female,154.9,58.5,61.9,muscle gain,very active,5,6.6,1.89,2124,High
62,female,171.1,64.8,58.9,fat loss,sedentary,3,7.8,3.4,1082,Low
57,female,171.8,57.0,57.0,maintenance,lightly active,5,6.2,2.6,1641,Low
55,male,179.3,87.6,75.8,fat loss,very active,4,5.8,2.22,2278,High
16,female,161.3,68.7,64.4,fat loss,lightly active,6,7.9,2.15,1602,High
41,female,167.4,52.8,52.8,recomposition,lightly active,4,6.5,3.73,1571,Low
55,female,161.5,67.9,61.3,fat loss,moderately active,4,6.0,2.51,1534,Moderate
29,female,148.6,58.5,58.5,recomposition,lightly active,3,8.0,2.15,1639,Moderate
38,female,166.9,87.0,87.0,maintenance,very active,3,7.6,3.1,2456,High
55,male,173.9,87.9,78.4,fat loss,extremely active,5,6.8,2.91,2679,High
58,female,173.1,66.4,66.4,endurance,moderately active,4,6.6,1.81,2157,High
62,female,157.9,69.1,62.6,fat loss,moderately active,3,7.5,2.5,1479,Moderate
39,male,183.5,72.8,72.8,recomposition,very active,5,7.6,1.23,2627,High
37,female,164.7,65.7,60.5,fat loss,moderately active,1,7.3,2.48,1666,High
36,male,179.4,72.2,72.2,maintenance,moderately active,1,7.1,2.72,2655,Moderate
52,female,163.8,87.2,82.0,fat loss,extremely active,4,6.3,2.81,2053,High
38,female,163.3,61.6,61.6,endurance,lightly active,3,6.3,1.8,1924,High
37,male,166.2,75.1,75.1,maintenance,lightly active,5,6.8,1.98,2444,Moderate
25,male,174.6,93.2,89.3,fat loss,sedentary,4,5.8,2.67,1820,Low
41,female,171.5,71.2,66.4,fat loss,sedentary,5,5.7,3.38,1468,Moderate
28,male,163.7,100.7,100.7,maintenance,very active,2,6.9,2.56,3362,High
44,female,161.8,71.1,71.1,maintenance,lightly active,2,8.2,2.11,1873,Low
63,male,179.0,95.5,99.7,muscle gain,very active,2,4.5,3.18,3264,Moderate
57,female,159.0,57.7,57.7,recomposition,sedentary,4,6.5,2.59,1256,Moderate
41,female,151.7,74.9,74.9,recomposition,very active,5,7.3,2.63,2053,High
68,female,163.2,54.7,54.7,recomposition,moderately active,6,8.3,3.06,1659,High
68,male,191.5,86.8,86.8,recomposition,extremely active,2,9.2,2.43,2983,High
39,female,161.9,63.8,63.8,endurance,extremely active,1,6.7,1.85,2854,High
57,male,160.8,84.1,89.8,muscle gain,moderately active,6,9.4,2.39,2790,High
34,male,174.6,88.2,85.5,fat loss,extremely active,4,7.5,3.28,2814,High
63,male,167.1,60.1,52.2,fat loss,extremely active,3,8.0,3.82,1869,High
36,female,160.1,84.9,73.7,fat loss,very active,2,5.7,1.65,2165,High
29,female,154.8,64.8,68.7,muscle gain,moderately active,6,7.5,3.65,2243,High
23,male,173.6,73.4,69.4,fat loss,extremely active,5,8.1,2.24,2510,High
61,male,169.1,85.7,85.7,endurance,extremely active,2,6.2,2.51,3093,High
32,female,154.9,68.5,75.0,muscle gain,moderately active,2,3.9,3.69,2140,High
59,male,172.8,51.9,58.8,muscle gain,lightly active,6,7.2,2.21,2017,Low
20,male,182.7,76.7,76.7,maintenance,lightly active,5,6.7,2.31,2469,Moderate
43,female,146.4,68.9,68.9,maintenance,extremely active,5,8.6,2.05,2149,High
39,male,168.2,86.9,80.5,fat loss,sedentary,1,6.4,2.53,1712,Low
39,female,167.2,73.9,73.9,endurance,sedentary,4,6.2,2.72,2029,Moderate
25,female,161.1,55.2,55.2,recomposition,moderately active,1,5.6,2.02,1714,High
19,male,166.1,69.2,69.2,endurance,extremely active,3,6.2,3.52,3250,High
34,male,165.6,84.9,84.9,endurance,lightly active,1,10.0,1.98,2729,Moderate
41,female,160.7,54.8,54.8,endurance,moderately active,2,5.1,2.85,1841,High
58,female,160.9,75.7,78.8,muscle gain,sedentary,2,5.4,2.52,1809,Low
40,female,159.6,79.6,79.6,recomposition,extremely active,2,6.9,3.37,2647,High
29,male,176.1,77.7,74.1,fat loss,extremely active,6,9.4,1.94,2746,High
30,female,171.3,56.7,63.5,muscle gain,very active,3,7.9,2.9,2845,High
49,female,154.5,80.0,80.0,recomposition,sedentary,1,8.9,4.19,1384,Low
39,male,180.4,91.4,91.4,recomposition,sedentary,6,6.5,1.49,2135,Moderate
64,female,171.4,60.1,60.1,recomposition,very active,1,5.3,1.87,1893,Moderate
39,female,161.7,65.9,65.9,recomposition,sedentary,1,6.5,3.96,1494,Low
46,male,176.4,77.3,72.0,fat loss,sedentary,6,6.9,2.41,1589,Low
19,male,163.2,64.7,64.7,maintenance,extremely active,3,7.0,2.58,2943,High
26,female,164.5,71.9,71.9,recomposition,moderately active,3,6.7,2.27,2004,Moderate
61,male,167.2,78.2,66.6,fat loss,moderately active,2,7.7,3.66,1778,Low
34,male,177.4,86.7,92.1,muscle gain,very active,4,6.1,1.37,3945,High
38,male,175.0,84.2,84.2,maintenance,lightly active,3,5.9,3.37,2208,Moderate
47,female,160.9,71.0,71.0,recomposition,lightly active,1,5.6,1.47,1851,Low
19,male,168.6,94.4,94.4,endurance,moderately active,6,7.2,1.4,2912,High
43,female,171.2,61.4,61.4,recomposition,sedentary,6,7.1,1.74,1500,Low
34,female,161.8,48.0,48.0,endurance,lightly active,2,8.3,2.41,1873,Moderate
24,female,167.7,71.3,78.9,muscle gain,moderately active,4,8.9,2.0,2692,High
38,female,166.3,76.9,85.0,muscle gain,extremely active,3,5.6,1.96,2834,High
40,male,174.5,75.2,84.1,muscle gain,very active,1,7.0,1.85,3119,High
26,male,170.6,64.7,64.7,endurance,very active,3,6.8,1.86,2872,High
45,male,175.3,85.9,85.9,recomposition,lightly active,4,5.2,1.85,2406,Moderate
56,female,156.3,85.4,85.4,maintenance,sedentary,1,6.4,2.66,1673,Low
30,female,154.8,79.7,79.7,maintenance,lightly active,3,8.9,2.05,1980,Moderate
68,male,172.1,91.4,94.3,muscle gain,very active,2,6.2,0.63,3527,High
49,female,158.2,94.6,94.6,endurance,sedentary,3,6.0,2.47,2109,Low
57,female,173.0,103.1,103.1,recomposition,extremely active,4,6.9,3.02,3134,High
19,male,169.4,103.6,103.6,maintenance,lightly active,3,8.1,2.3,2653,Low
57,male,167.9,90.3,90.3,recomposition,very active,5,6.6,1.62,2305,High
34,male,173.3,74.2,74.2,recomposition,extremely active,4,7.2,3.02,2767,High
54,male,180.1,74.8,77.1,muscle gain,very active,5,4.3,1.54,2820,High
59,male,176.3,91.0,91.0,recomposition,sedentary,4,7.7,2.28,1956,Low
29,female,164.9,69.3,69.3,recomposition,lightly active,5,7.3,2.48,1956,High
30,female,163.5,72.8,72.8,recomposition,moderately active,1,8.1,3.26,2370,Moderate
19,female,153.3,60.5,56.3,fat loss,extremely active,6,4.8,2.9,2139,High
48,male,158.2,97.6,85.4,fat loss,very active,5,6.6,2.67,2285,High
57,female,160.4,42.2,38.1,fat loss,very active,2,8.2,3.15,1371,High
38,male,161.9,101.6,106.7,muscle gain,extremely active,1,6.3,1.69,4016,High
24,male,165.1,109.0,101.7,fat loss,sedentary,1,7.1,3.61,1746,Low
33,female,171.7,76.8,76.8,maintenance,sedentary,5,6.5,0.5,1723,Low
37,female,162.7,72.5,72.5,endurance,moderately active,3,6.5,3.5,2213,High
65,male,186.7,77.1,71.6,fat loss,moderately active,2,8.4,1.91,2263,Low
22,male,179.9,54.4,62.4,muscle gain,lightly active,2,5.3,2.77,2463,High
34,female,170.4,64.7,57.9,fat loss,very active,3,6.9,3.51,1755,High
50,female,154.6,53.9,50.5,fat loss,sedentary,1,7.3,2.89,1024,Low
28,male,176.1,80.6,77.7,fat loss,sedentary,4,8.1,2.76,1747,Moderate
63,female,171.6,55.3,55.3,recomposition,extremely active,1,6.9,3.11,2044,High
65,female,164.9,68.6,68.6,endurance,sedentary,4,8.2,1.46,1517,Low
36,male,176.1,89.0,89.0,recomposition,moderately active,1,6.9,1.57,2791,Moderate
56,female,153.3,79.8,79.8,recomposition,extremely active,5,7.1,2.69,2573,High
56,female,176.4,94.8,83.2,fat loss,very active,2,7.1,2.36,2383,High
52,female,157.5,76.9,76.9,endurance,moderately active,4,7.8,2.28,2129,High
26,male,175.5,95.7,95.7,maintenance,lightly active,3,7.7,3.37,2626,Moderate
18,male,168.8,104.0,104.0,endurance,sedentary,6,5.7,3.31,2486,Low
34,female,145.9,47.4,50.8,muscle gain,sedentary,5,7.3,1.86,1508,Moderate
23,female,155.4,41.0,41.0,recomposition,moderately active,6,7.6,2.81,1590,High
31,male,167.2,83.0,83.0,maintenance,moderately active,5,8.8,1.4,2365,High
50,female,160.3,78.6,78.6,maintenance,lightly active,6,5.8,1.39,1948,Moderate
47,female,153.0,70.2,60.7,fat loss,lightly active,2,7.6,1.88,1433,Low
27,male,170.4,100.0,100.0,maintenance,sedentary,2,6.6,2.46,2266,Low
16,female,156.7,58.5,50.7,fat loss,sedentary,5,7.2,2.04,1412,Moderate
28,male,173.9,85.9,85.9,recomposition,lightly active,1,5.7,2.82,2288,Low
40,male,169.6,86.8,86.8,recomposition,extremely active,2,7.0,2.49,3394,High
58,male,175.0,76.7,76.7,endurance,lightly active,5,7.4,3.28,2092,Moderate
35,male,173.1,48.3,48.3,maintenance,sedentary,3,5.8,2.88,1702,Low
31,female,181.2,91.0,91.0,endurance,moderately active,2,8.7,1.77,2674,High
45,male,186.1,70.1,70.1,endurance,sedentary,2,5.1,3.13,2063,Low
19,female,162.0,74.4,74.4,maintenance,moderately active,5,7.6,1.9,2432,High
28,male,172.3,85.3,85.3,endurance,very active,3,4.1,2.79,3140,High
17,female,159.1,79.4,79.4,recomposition,sedentary,1,6.7,2.16,1685,Low
44,male,167.8,51.3,56.6,muscle gain,extremely active,4,7.6,3.43,2828,High
39,female,157.5,80.8,80.8,maintenance,very active,5,7.9,3.01,3037,High
47,female,174.7,75.2,68.1,fat loss,extremely active,1,6.9,2.02,2227,Moderate
49,female,159.1,53.8,57.4,muscle gain,very active,1,6.7,2.23,2195,Moderate
37,male,177.7,88.5,96.3,muscle gain,extremely active,4,7.7,4.79,3964,High
62,male,171.5,75.1,81.3,muscle gain,moderately active,6,8.1,1.62,2364,High
65,male,172.5,94.9,99.9,muscle gain,sedentary,1,8.7,2.0,2421,Low
21,male,171.0,93.9,83.2,fat loss,sedentary,4,5.5,2.03,1910,Moderate
65,male,195.7,57.1,57.1,maintenance,sedentary,5,6.8,1.69,1580,Low
26,female,171.2,61.7,66.2,muscle gain,sedentary,1,4.4,1.76,2147,Low
29,male,160.5,108.4,114.2,muscle gain,extremely active,2,5.4,2.42,4144,High
44,male,163.8,93.1,93.1,recomposition,extremely active,4,6.2,2.83,2930,High
17,male,180.3,62.3,62.3,endurance,very active,4,8.0,1.38,3081,High
35,female,167.0,64.8,58.8,fat loss,sedentary,4,6.4,2.15,1231,Moderate
26,female,160.3,78.3,78.3,maintenance,extremely active,2,6.7,1.94,2564,High
42,female,161.3,60.5,60.5,endurance,lightly active,6,7.4,1.68,1764,High
59,male,180.2,75.6,75.6,recomposition,extremely active,3,6.2,3.2,2835,High
65,male,173.7,79.3,68.2,fat loss,very active,4,4.6,1.96,1948,High
27,female,161.8,65.4,65.4,recomposition,moderately active,4,6.1,1.54,1922,High
45,female,159.7,64.2,56.5,fat loss,very active,4,6.9,3.12,1623,High
41,male,181.1,105.7,105.7,recomposition,very active,2,7.6,3.38,3189,High
38,male,177.8,73.3,73.3,maintenance,extremely active,2,6.8,2.67,3275,High
50,male,170.3,64.2,64.2,maintenance,very active,1,7.5,1.84,2542,Moderate
69,female,158.4,60.9,64.8,muscle gain,lightly active,5,8.1,2.31,1680,Moderate
37,male,188.9,102.8,102.8,endurance,sedentary,2,8.3,2.04,2276,Low
19,female,163.8,68.5,61.0,fat loss,extremely active,1,7.2,2.47,2204,High
65,female,161.9,66.5,66.5,endurance,very active,1,5.6,3.0,2016,High
66,female,163.8,81.7,78.6,fat loss,sedentary,6,5.5,2.48,1162,Low
33,female,165.4,67.9,73.3,muscle gain,very active,3,5.6,2.5,2820,High
43,male,175.8,63.7,63.7,maintenance,extremely active,4,5.7,2.14,2667,High
62,female,171.4,70.2,70.2,maintenance,very active,4,7.1,2.97,2259,High
43,male,180.0,78.4,88.2,muscle gain,lightly active,6,9.3,2.76,2540,High
41,male,176.8,88.5,93.3,muscle gain,sedentary,6,7.3,1.21,2268,Low
65,male,170.1,104.9,104.9,maintenance,extremely active,5,6.9,1.25,3654,High
60,male,177.7,74.6,66.0,fat loss,lightly active,6,8.2,2.27,1656,Moderate
43,male,174.5,52.0,44.5,fat loss,extremely active,2,6.0,3.18,2061,High
24,male,172.8,77.2,81.3,muscle gain,moderately active,3,8.3,3.32,2882,High
39,male,193.8,84.2,74.7,fat loss,very active,2,8.2,3.03,2598,High
52,male,164.2,82.8,79.7,fat loss,lightly active,5,7.1,2.39,1742,Low
30,male,181.7,77.8,70.1,fat loss,very active,2,9.5,3.53,2338,High
45,male,169.0,100.8,100.8,endurance,moderately active,5,8.3,1.99,2835,High
51,female,159.2,85.4,81.0,fat loss,lightly active,2,7.1,2.26,1572,Low
20,male,193.0,78.5,69.3,fat loss,very active,5,6.8,1.51,2515,High
46,male,168.3,69.1,69.1,recomposition,moderately active,1,6.5,2.26,2466,Moderate
55,male,169.9,55.5,55.5,maintenance,very active,5,6.8,1.9,2250,High
27,male,174.9,84.6,84.6,maintenance,sedentary,5,6.9,3.58,2214,Low
45,female,172.6,58.6,58.6,recomposition,sedentary,4,6.6,3.44,1450,Moderate
54,female,155.8,68.1,68.1,recomposition,very active,4,6.7,2.54,1971,High
18,female,164.2,65.6,65.6,maintenance,extremely active,3,5.6,2.83,2866,High
50,female,153.0,70.5,70.5,endurance,sedentary,4,6.3,2.08,1630,Moderate
30,male,165.7,71.3,75.5,muscle gain,sedentary,4,5.1,0.72,2228,Moderate
37,female,157.5,68.3,76.8,muscle gain,lightly active,3,7.5,1.97,2102,Moderate
50,male,173.4,85.7,85.7,maintenance,sedentary,4,7.1,3.02,1838,Low
16,female,164.4,80.3,80.3,endurance,lightly active,1,6.9,2.81,2356,Moderate
16,male,185.6,71.7,71.7,endurance,very active,3,8.1,2.23,3215,High
